--- scanner 0 ---
-792,-780,697
-631,337,646
-311,284,-436
-796,-771,628
804,-633,371
-750,-817,684
660,-592,412
476,-877,-544
381,-772,-570
612,596,676
-503,314,-438

--- scanner 12 ---
-359,585,-724
-632,540,585
890,-796,577
870,421,-615
905,367,-798
-479,-392,701
494,405,863
-720,-801,-885
-439,550,-572
-263,565,-595
-745,545,665
488,463,800
726,-810,522
393,475,886
761,-650,-394
841,-660,-354
704,-819,664
16,-36,-46
854,-653,-519
-725,-901,-793
-800,-745,-831
-663,410,678
-584,-394,741
733,382,-696
-529,-363,594

--- scanner 13 ---
-650,-668,475
-804,-463,-506
-571,433,-601
75,-62,22
-724,472,550
369,-378,312
790,602,-724
-835,398,490
333,730,306
381,-295,265
397,-710,-813
-841,-578,-480
409,635,348
-516,413,-495
-665,-550,-546
790,527,-872
502,-805,-787
-69,-22,-117
-574,-632,560
621,-712,-803
-859,483,636
-568,-568,418
509,624,308
787,527,-734
-461,386,-481
16,119,-42
404,-425,238

--- scanner 14 ---
-831,499,-428
-627,594,628
-694,-814,-568
9,14,126
-125,-145,145
701,-568,687
-638,-805,-544
-799,535,-478
479,691,-641
309,821,737
444,-714,-366
631,-558,851
-781,-690,680
467,750,801
-628,-751,716
-721,661,496
-931,573,-357
-667,-622,610
400,-670,-566
601,698,-521
630,-622,722
421,-729,-430
-712,-889,-510
38,-151,-12
-594,651,498
519,742,-522
356,677,807

--- scanner 15 ---
-655,538,409
693,744,533
582,502,-556
717,-673,695
-371,544,-655
-680,665,366
-25,-76,-32
-395,-396,701
-390,-488,801
-676,-709,-650
632,706,-536
727,-509,625
-315,-450,645
635,674,386
663,-638,624
-852,-686,-665
595,-680,-787
-494,527,-571
663,-750,-673
534,-644,-634
552,596,-571
691,805,463
-756,-557,-685
-383,509,-440
-685,475,339

--- scanner 16 ---
-496,-614,723
-634,-613,-579
365,-589,-674
-414,871,841
-487,845,811
592,770,484
-459,-499,749
592,539,-625
627,690,374
-455,983,746
-130,11,-114
-733,420,-772
-592,-516,-510
618,649,-567
-72,195,-10
-887,470,-814
298,-524,-831
243,-508,-682
607,740,578
508,-309,520
362,-284,473
457,-448,476
-798,605,-803
-635,-527,683
-663,-616,-601
688,606,-576

--- scanner 17 ---
489,854,-602
431,886,568
-650,603,625
-748,553,624
-758,446,640
-435,744,-440
583,-496,-359
-437,617,-450
539,822,-566
-567,650,-507
398,-496,882
7,-11,-31
702,-456,-410
-740,-444,-351
-746,-333,-424
-670,-574,675
-75,142,104
461,806,524
-618,-618,649
-676,-286,-280
390,818,487
418,954,-528
380,-335,859
582,-578,-403
393,-379,735
-696,-704,624

--- scanner 18 ---
582,-598,-217
731,559,-392
-530,-463,535
591,-495,686
-675,697,-705
498,-464,556
667,544,-369
-12,10,101
-681,523,-611
-707,-631,-608
-672,-646,-475
475,-648,-246
-438,-549,604
511,-382,691
-587,622,-618
529,459,746
-412,-364,577
-434,398,954
553,468,690
-523,523,899
435,-543,-248
-733,-609,-438
531,603,-348
-410,450,985
587,384,764

--- scanner 19 ---
516,646,373
-486,786,377
-533,751,303
-820,534,-738
-866,-590,-465
-913,653,-722
527,746,413
570,-353,-383
363,-358,665
390,-464,660
308,-450,756
-626,-505,578
-541,-407,595
-164,50,-12
419,365,-807
-24,-57,46
654,-516,-426
622,822,371
-522,-406,579
-887,-672,-629
494,365,-659
618,-483,-429
-403,774,330
-885,-468,-612
-818,758,-748
419,368,-669

--- scanner 20 ---
601,-381,-817
108,48,-181
-501,730,-982
-692,658,-961
835,306,598
891,558,-555
865,-485,707
-461,-546,701
570,-384,-832
-613,-720,-903
-726,-793,-989
864,478,-583
-711,478,506
-549,-621,614
188,-80,-42
911,-575,703
633,-388,-755
-729,747,-941
-702,-845,-958
-455,-720,607
-599,437,376
622,317,562
820,557,-688
867,-462,649
-673,324,435
868,290,575

--- scanner 21 ---
-917,452,-578
-703,-655,-422
283,-600,769
-657,717,471
347,-664,-613
310,833,-506
-27,74,-86
284,-616,750
467,444,425
-897,-351,888
-845,442,-731
-874,-324,758
-107,-107,104
-617,-662,-422
315,-712,-576
345,591,406
277,-680,-691
-787,399,-624
263,832,-495
280,835,-314
549,608,404
-776,701,378
-909,-398,805
382,-599,665
-881,727,473
-704,-644,-432

--- scanner 22 ---
-397,770,-682
-379,734,-512
500,577,375
511,435,-436
13,30,14
-460,839,-524
-749,-701,278
-779,659,408
-694,651,318
-71,-42,-160
-925,-771,-872
520,579,572
461,521,-495
361,-455,-656
332,-459,-622
525,324,-503
-894,-712,414
-894,-761,-724
-599,610,364
414,-545,-688
448,-504,286
468,-599,325
368,-523,347
-893,-588,276
478,589,498
-930,-755,-733

--- scanner 23 ---
484,-744,850
-838,335,952
-890,359,921
558,-815,950
-765,606,-644
-666,512,-651
727,-650,-500
12,-88,-40
702,332,904
433,350,-543
685,560,945
392,462,-413
-729,-806,-425
-124,-78,138
279,388,-472
-829,-604,713
676,-531,-460
-744,-742,-402
-685,-606,-381
613,369,924
683,-651,-582
520,-694,818
-820,-628,657
-904,-662,731
-591,600,-738
-765,448,866

--- scanner 24 ---
-563,-459,-728
664,503,-669
884,-724,621
-623,621,-698
844,-669,-731
82,-105,-74
-790,607,393
-845,578,-713
-21,13,-182
-583,-390,280
787,525,-657
837,493,519
748,-869,632
815,393,443
754,-754,-739
-422,-491,-656
-763,417,398
-490,-419,448
798,-574,-690
876,473,424
-569,-606,-671
-720,544,423
-588,-345,355
886,-868,508
-822,615,-717
590,545,-659

--- scanner 25 ---
-353,-781,-678
300,486,975
-5,0,61
-511,-560,720
604,680,-335
566,-432,-366
611,766,-335
-768,726,558
-13,181,194
-448,-740,-790
-493,538,-644
595,-469,638
-445,-736,692
-471,-699,807
593,679,-345
-503,466,-491
580,-438,-633
-383,-708,-652
510,-545,602
347,474,892
273,509,845
-752,607,465
633,-401,-465
-450,596,-537
-778,502,560
453,-463,702

--- scanner 26 ---
-7,43,-97
455,738,-376
-667,682,-351
425,-622,-506
310,798,626
279,808,774
807,-733,584
-723,-867,-447
-921,-362,480
-744,723,-351
-114,112,63
605,-573,-462
825,-697,414
510,-614,-416
311,625,-374
-566,780,-368
-536,-875,-430
-745,748,656
-611,-813,-370
744,-802,426
310,749,-512
-797,-353,572
-651,731,572
-761,849,530
-858,-308,428
274,792,635

--- scanner 27 ---
634,726,880
915,-303,525
-431,-500,-414
876,-503,-640
885,-451,-678
896,-316,764
-515,645,434
724,804,899
-661,598,409
-431,609,-645
526,531,-562
-658,-549,714
-566,601,573
-405,-442,-524
130,131,24
912,-399,-637
-416,703,-615
-335,-451,-481
-725,-706,649
-396,499,-565
603,400,-506
673,461,-504
750,716,735
-780,-557,633
916,-301,608
